Apple Inc.
CN 03800519.0
CN 03801040.2
CN 03801158.1
CN 03801256.1
CN 03801392.4
CN 03802113.7
CN 03802728.3
CN 03805346.2
CN 098121454.1
CN 200380100144.4
CN 200410063261.4
CN 200480004589.7
CN 200480005818.7
CN 200510097710.1
CN 200510113597.1
CN 200510114188.3
CN 200580003035.X
CN 200580003123.x
CN 200610090880.1
CN 200610090883.5
CN 200610095711.7
CN 200610095712.1
CN 200610095862.2February 1, 2014 AVC Attachment 1 Page 32 of 75
CN 200610095863.7
CN 200610099763.1
CN 200610099798.5
CN 2006101064096.0
CN 200610107546.2
CN 200610107547.7
CN 200610107548.1
CN 200610107549.6
CN 200610107553.2
CN 200610107554.7
CN 200610107555.1
CN 200610121284.5
CN 200610125674.X
CN 200610125675.4
CN 200610125676.9
CN 200610125677.3
CN 200610125678.8
CN 200610126659.7
CN 200610126660.x
CN 200610143685.0
CN 200610143687.X
CN 200610143689.9
CN 200610143690.1
CN 200610153402.0
CN 200610166736.1
CN 200610168437.1
CN 200610168486.5
CN 200610168488.4
CN 200610168489.9
CN 200710097056.3
CN 200710097057.8
CN 200710097058.2
CN 200710097059.7
CN 200710097060.x
CN 200710097061.4
CN 200710104187.x
CN 200710154282.0
CN 200710154283.5
CN 200710199528.6
CN 200810083867.2
CN 200810109473.x
CN 200810165825.3
CN 200810169236.2
CN 200810169237.7
CN 200810169238.1
CN 200810170022.7
CN 200810170028.4
CN 200810184664.2
CN 200810184668.0
CN 200810184669.5
CN 200910008156.3February 1, 2014 AVC Attachment 1 Page 33 of 75
CN 200910140883.5
CN 200910167348.9
CN 201010143223.5
CN 201010155050.9
CN 201010155070.6
CN 201010155076.3
CN 201010155082.9
CN 3800594.8
CN 3800792.4
CN 3801021.6
CN 97191584.9
CN 98800434.8
CY 1,445,869
CY 2,249,570
CY 2,249,573
CY 2,249,578
CY 2,254,341
CY 2131593
CZ 1,387,585
CZ 1,406,451
CZ 1,413,139
CZ 1,439,713
CZ 1,445,869
CZ 1,478,188
CZ 1,739,972
CZ 1,742,480
CZ 1,742,483
CZ 1,742,484
CZ 1,744,562
CZ 1,746,841
CZ 2,239,948
CZ 2,249,570
CZ 2,249,573
CZ 2,249,574
CZ 2,249,577
CZ 2,249,578
CZ 2,254,340
CZ 2,254,341
CZ 2,273,793
CZ 2,273,794
CZ 2131593
DE 60 2005 036 185
DE 60,342,234
DE 60,342,699
DE 60,342,802
DE 60,342,947
DE 60203492.2
DE 60214248.2
DE 60230666.3
DE 60234196
DE 60241323.0February 1, 2014 AVC Attachment 1 Page 34 of 75
DE 60302652.4
DE 60310842.3
DE 60311530.6
DE 60311734.1
DE 60312620.0
DE 60317585.6
DE 60318307.7
DE 60318757.9
DE 60318758
DE 60318918.0
DE 60320243.8
DE 60321406.1
DE 60322276.5
DE 60322277.3
DE 60324480.7
DE 60325691.0
DE 60328836
DE 60328837
DE 60328838
DE 60329239
DE 60329427.8
DE 60329639
DE 60329873
DE 60332974
DE 60334341
DE 60335516.1
DE 60337305
DE 60338276.2
DE 60338703.9
DE 60339807.3
DE 60341549
DE 60341925
DE 60343583
DE 60343585
DE 60343586
DE 60343587
DE 60343588
DE 60343922.5
DE 60344082.7
DE 60344342.7
DE 69,740,474
DE 69740464
DE 69805036.3
DE 69810971
DE 69812190.2
DE 69813635.7
DE 69822751.4
DK 1,387,585
DK 1,406,451
DK 1,413,139
DK 1,439,713February 1, 2014 AVC Attachment 1 Page 35 of 75
DK 1,445,869
DK 1,478,188
DK 1,530,374
DK 1,596,608
DK 1,742,479
DK 1,742,483
DK 1,742,484
DK 1,744,562
DK 1,746,841
DK 2,249,570
DK 2,249,573
DK 2,249,574
DK 2,249,577
DK 2,249,578
DK 2,273,793
DK 2,273,794
DK 2,278,816
DK 2131593
EE 1,445,869
EE 2,239,948
EE 2,249,570
EE 2,249,578
EE 2,254,340
EE 2,254,341
EE 2131593
EE E007,924
ES 1,117,258
ES 1,401,213
ES 1,406,451
ES 1,413,139
ES 1,422,944
ES 1,424,856
ES 1,439,713
ES 1,450,565
ES 1,499,133
ES 1,515,567
ES 1,569,459
ES 1,596,608
ES 1,739,972
ES 1,739,973
ES 1,742,479
ES 1,742,481
ES 1,742,483
ES 1,742,484
ES 1,744,562
ES 1,746,841
ES 1,750,451
ES 1,753,246
ES 1,765,019
ES 1,773,067
ES 1,965,590February 1, 2014 AVC Attachment 1 Page 36 of 75
ES 2,238,593
ES 2,239,948
ES 2,252,666
ES 2,254,340
ES 2,254,341
ES 2,273,794
ES 2,317,444
ES 2,318,055
ES 2,388,479
ES 2,392,437
ES 2,392,513
ES 2,399,422
ES 2,400,063
ES 2,401,774
ES 2,408,013
ES 2,408,214
ES 2,408,241
ES 2,408,245
ES 2,410,533
ES 2,420,583
ES 2131593
ES 2188572
ES 2195965
ES 2294768
ES 2297187
ES 2299170
ES 914,008
FI 1,387,585
FI 1,406,451
FI 1,413,139
FI 1,439,713
FI 1,445,869
FI 1,478,188
FI 1,499,133
FI 1,596,608
FI 1,742,480
FI 1,742,483
FI 1,742,484
FI 1,744,562
FI 1,746,841
FI 1,965,590
FI 2,117,236
FI 2,249,570
FI 2,249,573
FI 2,249,574
FI 2,249,577
FI 2,249,578
FI 2,254,341
FI 2,273,793
FI 2,273,794
FI 2,278,816February 1, 2014 AVC Attachment 1 Page 37 of 75
FI 2131593
FR 0909099
FR 1,113,673
FR 1,117,258
FR 1,117,259
FR 1,387,585
FR 1,401,213
FR 1,406,451
FR 1,413,139
FR 1,422,944
FR 1,424,856
FR 1,439,713
FR 1,445,869
FR 1,450,565
FR 1,452,039
FR 1,478,188
FR 1,496,706
FR 1,499,133
FR 1,515,567
FR 1,530,374
FR 1,569,459
FR 1,569,460
FR 1,596,608
FR 1,709,801
FR 1,739,972
FR 1,739,973
FR 1,742,479
FR 1,742,480
FR 1,742,481
FR 1,742,482
FR 1,742,483
FR 1,742,484
FR 1,744,562
FR 1,746,841
FR 1,750,451
FR 1,753,246
FR 1,765,018
FR 1,765,019
FR 1,773,067
FR 1,909,505
FR 1,965,590
FR 2,117,236
FR 2,216,995
FR 2,239,948
FR 2,249,570
FR 2,249,573
FR 2,249,574
FR 2,249,577
FR 2,249,578
FR 2,254,340
FR 2,254,341February 1, 2014 AVC Attachment 1 Page 38 of 75
FR 2,257,070
FR 2,257,071
FR 2,273,793
FR 2,273,794
FR 2,278,816
FR 2131593
FR 914,008
GB 0909099
GB 1,113,673
GB 1,117,258
GB 1,117,259
GB 1,387,585
GB 1,401,213
GB 1,406,451
GB 1,413,139
GB 1,422,944
GB 1,424,856
GB 1,439,713
GB 1,445,869
GB 1,450,565
GB 1,452,039
GB 1,478,188
GB 1,496,706
GB 1,499,133
GB 1,515,567
GB 1,530,374
GB 1,569,459
GB 1,569,460
GB 1,596,608
GB 1,709,801
GB 1,739,972
GB 1,739,973
GB 1,742,479
GB 1,742,480
GB 1,742,481
GB 1,742,482
GB 1,742,483
GB 1,742,484
GB 1,744,562
GB 1,746,841
GB 1,750,451
GB 1,753,246
GB 1,765,018
GB 1,765,019
GB 1,773,067
GB 1,909,505
GB 1,965,590
GB 2,117,236
GB 2,216,995
GB 2,239,948
GB 2,249,570February 1, 2014 AVC Attachment 1 Page 39 of 75
GB 2,249,573
GB 2,249,574
GB 2,249,577
GB 2,249,578
GB 2,254,340
GB 2,254,341
GB 2,257,070
GB 2,257,071
GB 2,273,793
GB 2,273,794
GB 2,278,816
GB 2131593
GB 914,008
GR 1,413,139
GR 1,439,713
GR 1,445,869
GR 1,530,374
GR 1,744,562
GR 1,746,841
GR 1,965,590
GR 2,117,236
GR 2,249,570
GR 2,249,573
GR 2,249,574
GR 2,249,577
GR 2,249,578
GR 2,273,794
GR 20060403642
GR 2131593
GR 3,067,753
GR 3,079,267
HK 1,146,562
HK 1110729
HK 1136730
HK 1146561
HK 1148150
HU 1,406,451
HU 1,439,713
HU 1,445,869
HU 1,596,608
HU 1,739,972
HU 1,742,480
HU 1,742,483
HU 1,742,484
HU 2,249,570
HU 2,249,573
HU 2,249,574
HU 2,249,577
HU 2,249,578
HU 2,273,794
HU E000227February 1, 2014 AVC Attachment 1 Page 40 of 75
ID 023559
ID 10,293
ID 14151
ID 18,408
ID 18,606
ID 19,093
ID 19,695
ID 19,906
ID 20,309
ID 20,478
ID 20546
ID 21,001
ID 21,414
ID 21,430
ID 21057
ID 21611
ID 21759
ID 22105
ID 22337
ID 23245
ID 23371
ID 23470
ID 23898
ID 24490
ID 24650
ID 24705
ID 25766
ID 25885
ID 29392
ID 29407
ID 30461
IE 1,387,585
IE 1,406,451
IE 1,413,139
IE 1,439,713
IE 1,445,869
IE 1,478,188
IE 1,742,483
IE 1,742,484
IE 1,744,562
IE 1,746,841
IE 2,239,948
IE 2,249,570
IE 2,249,573
IE 2,249,574
IE 2,249,577
IE 2,249,578
IE 2,254,340
IE 2,254,341
IE 2,273,793
IE 2,273,794February 1, 2014 AVC Attachment 1 Page 41 of 75
IE 2131593
IN 206840
IN 213,894
IN 227014
IN 227402
IN 229832
IN 236816
IN 239550
IN 239883
IN 241,349
IN 244365
IN 245493
IN 246412
IN 246677
IN 247939
IN 248159
IN 248412
IN 249672
IN 249851
IN 250178
IN 250474
IN 250882
IN 252037
IN 252250
IN 253389
IN 254220
IN 256793
IN 256815
IN 256817
IN 256819
IN 257278
IN 257432
IT 1,113,673
IT 1,117,258
IT 1,117,259
IT 1,401,213
IT 1,406,451
IT 1,413,139
IT 1,422,944
IT 1,424,856
IT 1,439,713
IT 1,445,869
IT 1,450,565
IT 1,496,706
IT 1,499,133
IT 1,530,374
IT 1,569,459
IT 1,596,608
IT 1,709,801
IT 1,739,972
IT 1,739,973February 1, 2014 AVC Attachment 1 Page 42 of 75
IT 1,742,479
IT 1,742,481
IT 1,742,482
IT 1,742,483
IT 1,742,484
IT 1,744,562
IT 1,746,841
IT 1,750,451
IT 1,753,246
IT 1,765,018
IT 1,765,019
IT 1,773,067
IT 1,965,590
IT 2,117,236
IT 2,216,995
IT 2,239,948
IT 2,249,570
IT 2,249,573
IT 2,249,574
IT 2,249,577
IT 2,249,578
IT 2,254,340
IT 2,254,341
IT 2,273,794
IT 2004B69800
IT 2131593
IT 25962/BE/2013
IT 26797/BE/2013
IT 27756/BE/2013
IT 73625/BE/2012
IT 914,008
IT MI2009B019817
IT TO2005B070288
IT TO200668156
IT TO2006B073836
IT TO2009B068457
JP 3,208,101
JP 3,222,876
JP 3,234,807
JP 3,234,830
JP 3,527,454
JP 3,735,244
JP 3,756,475
JP 3,769,534
JP 3,824,268
JP 3,878,591
JP 3,884,472
JP 4,009,650
JP 4,090,862
JP 4,091,074
JP 4,091,107February 1, 2014 AVC Attachment 1 Page 43 of 75
JP 4,091,108
JP 4,100,552
JP 4,114,859
JP 4,119,269
JP 4,125,739
JP 4,130,780
JP 4,130,783
JP 4,142,929
JP 4,150,742
JP 4,158,985
JP 4,158,986
JP 4,158,993
JP 4,158,994
JP 4,158,996
JP 4,158,998
JP 4,178,088
JP 4,185,106
JP 4,185,560
JP 4,185,561
JP 4,185,563
JP 4,185,564
JP 4,197,262
JP 4,197,345
JP 4,215,197
JP 4,230,188
JP 4,275,719
JP 4,348,209
JP 4,355,156
JP 4,368,575
JP 4,382,864
JP 4,406,239
JP 4,456,087
JP 4,465,026
JP 4,465,035
JP 4,465,036
JP 4,481,612
JP 4,481,968
JP 4,481,970
JP 4,485,157
JP 4,485,494
JP 4,515,994
JP 4,560,134
JP 4,560,135
JP 4,562,785
JP 4,562,999
JP 4,580,626
JP 4,580,902
JP 4,580,903
JP 4,581,035
JP 4,585,047
JP 4,594,448February 1, 2014 AVC Attachment 1 Page 44 of 75
JP 4,594,449
JP 4,598,160
JP 4,615,604
JP 4,615,622
JP 4,615,623
JP 4,621,810
JP 4,628,216
JP 4,651,685
JP 4,657,375
JP 4,679,524
JP 4,688,973
JP 4,705,921
JP 4,718,578
JP 4,722,153
JP 4,745,352
JP 4,767,991
JP 4,808,820
JP 4,819,168
JP 4,819,169
JP 4,838,890
JP 4,838,896
JP 4,847,617
JP 4,859,936
JP 4,892,628
JP 4,907,730
JP 4,914,459
JP 4,914,515
JP 5,005,779
JP 5,005,780
JP 5,037,657
JP 5,048,826
JP 5,085,756
JP 5,085,757
JP 5,090,551
JP 5,090,552
JP 5,102,344
JP 5,171,662
JP 5,249,363
JP 5,256,243
JP 5,281,591
KR 0996043
KR 1,000,609
KR 1,000,635
KR 1,001,053
KR 1,001,097
KR 1,001,411
KR 1,001,459
KR 1,001,478
KR 1,001,753
KR 1,004,208
KR 1,011,121February 1, 2014 AVC Attachment 1 Page 45 of 75
KR 1,011,561
KR 1,019,358
KR 1,022,091
KR 1,030,850
KR 1,030,908
KR 1,031,423
KR 1,038,154
KR 1,039,987
KR 1,040,440
KR 1,065,998
KR 1,068,707
KR 1,082,233
KR 1,136,629
KR 303,054
KR 354,799
KR 384,918
KR 425,613
KR 525,862
KR 530,394
KR 530,395
KR 656,296
KR 736,503
KR 743,818
KR 766,657
KR 796,107
KR 799,412
KR 801,385
KR 804,902
KR 845,067
KR 913,633
KR 917,521
KR 921,030
KR 921,031
KR 921,034
KR 923,379
KR 923,380
KR 926,845
KR 926,850
KR 927,510
KR 929,078
KR 931,746
KR 931,750
KR 942,344
KR 943,563
KR 943,581
KR 944,552
KR 944,851
KR 944,852
KR 944,853
KR 946,845
KR 946,846February 1, 2014 AVC Attachment 1 Page 46 of 75
KR 946,848
KR 947,399
KR 947,689
KR 947,690
KR 947,692
KR 948,714
KR 950,388
KR 951,485
KR 954,244
KR 956,910
KR 956,920
KR 956,926
KR 956,927
KR 958,982
KR 959,969
KR 961,036
KR 961,037
KR 961,312
KR 961,313
KR 967,237
KR 969,057
KR 975,486
KR 975,487
KR 976,017
KR 976,672
KR 979,604
KR 980,964
KR 980,987
KR 984,610
KR 984,629
KR 985,236
KR 985,366
KR 985,634
KR 987,541
KR 987,548
KR 990,314
KR 990,829
KR 992,336
KR 993,443
KR 999,221
LI 1,413,139
LI 1,439,713
LI 1,445,869
LI 1,530,374
LI 1,596,608
LI 1,739,972
LI 1,742,479
LI 1,742,480
LI 1,744,562
LI 1,746,841
LI 1,750,451February 1, 2014 AVC Attachment 1 Page 47 of 75
LI 1,753,246
LI 1,965,590
LI 2,117,236
LI 2,216,995
LI 2,249,570
LI 2,249,573
LI 2,249,574
LI 2,249,577
LI 2,249,578
LI 2,273,793
LI 2,273,794
LI 2,278,816
LI 2131593
LT 1,709,801
MX 220,076
MX 233931
MX 238,917
MX 239,386
MX 239385
MX 239456
MX 240027
MX 241,604
MX 243,908
MX 245,509
MX 245,670
MX 246,993
MX 247,250
MX 249,459
MX 250,918
MX 252,184
MX 254614
MX 256,226
MX 256,733
MX 257,813
MX 257,815
MX 258,980
MX 258074
MX 259,376
MX 261,627
MX 261423
MX 262,674
MX 262,830
MX 263,264
MX 263,777
MX 263771
MX 264205
MX 264923
MX 269,288
MX 269,429
MX 271,966
MX 272075February 1, 2014 AVC Attachment 1 Page 48 of 75
MX 273027
MX 275326
MX 277886
MX 282565
MX 295,711
MX 295,712
MX 296,203
MX 297,385
MX 298650
MX 301,291
MX 306,175
MX 306,221
MY 118198
MY 124,128
MY 135,048
MY 135,215
MY 135,378
MY 135229
MY 135697
MY 136,457
MY 138540-A
MY 139,301
MY 139,955
MY 139318-A
MY 139995
MY 140969
MY 141699
MY 144985-A
MY 145262-A
MY 146793
NL 1,387,585
NL 1,401,213
NL 1,406,451
NL 1,413,139
NL 1,422,944
NL 1,424,856
NL 1,439,713
NL 1,445,869
NL 1,450,565
NL 1,452,039
NL 1,478,188
NL 1,496,706
NL 1,499,133
NL 1,515,567
NL 1,530,374
NL 1,569,459
NL 1,569,460
NL 1,596,608
NL 1,709,801
NL 1,739,972
NL 1,739,973February 1, 2014 AVC Attachment 1 Page 49 of 75
NL 1,742,479
NL 1,742,480
NL 1,742,481
NL 1,742,482
NL 1,742,483
NL 1,742,484
NL 1,744,562
NL 1,746,841
NL 1,750,451
NL 1,753,246
NL 1,765,018
NL 1,765,019
NL 1,773,067
NL 1,909,505
NL 1,965,590
NL 2,117,236
NL 2,216,995
NL 2,239,948
NL 2,249,570
NL 2,249,573
NL 2,249,574
NL 2,249,577
NL 2,249,578
NL 2,254,340
NL 2,254,341
NL 2,273,793
NL 2,273,794
NL 2,278,816
NL 2131593
PL 1,709,801
PT 1,413,139
PT 1,439,713
PT 1,445,869
PT 1,478,188
PT 1,530,374
PT 1,742,479
PT 1,742,484
PT 1,744,562
PT 1,746,841
PT 1,965,590
PT 2,117,236
PT 2,239,948
PT 2,249,570
PT 2,249,573
PT 2,249,574
PT 2,249,577
PT 2,249,578
PT 2,254,340
PT 2,254,341
PT 2,273,793
PT 2,278,816February 1, 2014 AVC Attachment 1 Page 50 of 75
PT 2131593
RO 1,406,451
RO 1,445,869
RO 1,478,188
RO 1,596,608
RO 1,739,972
RO 1,742,480
RO 1,742,484
RO 2,239,948
RO 2,254,340
RO 2,254,341
SE 1,387,585
SE 1,406,451
SE 1,413,139
SE 1,439,713
SE 1,445,869
SE 1,478,188
SE 1,496,706
SE 1,515,567
SE 1,530,374
SE 1,596,608
SE 1,739,972
SE 1,742,480
SE 1,742,483
SE 1,742,484
SE 1,744,562
SE 1,746,841
SE 1,965,590
SE 2,117,236
SE 2,216,995
SE 2,239,948
SE 2,249,570
SE 2,249,573
SE 2,249,574
SE 2,249,577
SE 2,249,578
SE 2,254,340
SE 2,254,341
SE 2,273,793
SE 2,273,794
SE 2,278,816
SE 2131593
SG 54,716
SG 56,895
SG 86337
SI 1,406,451
SI 1,445,869
SI 1,478,188
SI 1,742,479
SI 1,742,483
SI 1,742,484February 1, 2014 AVC Attachment 1 Page 51 of 75
SI 2,249,570
SI 2,249,573
SI 2,249,578
SK 1,439,713
SK 1,445,869
SK 2,239,948
SK 2,249,570
SK 2,249,573
SK 2,249,578
SK 2,254,340
SK 2,254,341
SK 2131593
TH 25,132
TH 30975
TR 1,406,451
TR 1,413,139
TR 1,439,713
TR 1,445,869
TR 1,499,133
TR 1,742,484
TR 1,744,562
TR 1,746,841
TR 2,249,570
TR 2,249,573
TR 2,249,574
TR 2,249,577
TR 2,249,578
TR 2,273,794
TR 200502315T4
TR 2006 06449 T4
TR 200600624T4
TR 200800451
TR 200808725
TR 2131593
TW 136,357
TW 259,726
TW 280,058
TW 280,781
TW 281353
TW 283,534
TW 283134
TW 290802
TW 314,838
TW 314837
TW 320664
TW 323614
TW 324889
TW 325,281
TW 328969
TW 330986
TW 331,877February 1, 2014 AVC Attachment 1 Page 52 of 75
TW 344794
TW 350699
TW 353182
TW 356595
TW 379595
TW 383,530
TW I 262,024
TW I 272,013
TW I 276,359
TW I 281,352
US 6,373,856
US 6,445,739
US 6,501,793
US 6,549,724
US 6,608,939
US 6,654,541
US 6,658,152
US 6,671,456
US 6,681,048
US 6,954,156
US 6,954,157
US 6,967,600
US 6,992,605
US 7,010,035
US 7,088,269
US 7,095,896
US 7,109,898
US 7,126,989
US 7,167,591
US 7,184,598
US 7,206,347
US 7,209,520
US 7,218,787
US 7,283,071
US 7,305,035
US 7,305,134
US 7,308,143
US 7,308,144
US 7,308,149
US 7,312,731
US 7,327,788
US 7,362,807
US 7,372,905
US 7,394,853
US 7,411,526
US 7,492,952
US 7,505,518
US 7,515,635
US 7,526,026
US 7,542,510
US 7,580,459February 1, 2014 AVC Attachment 1 Page 53 of 75
US 7,583,731
US 7,630,435
US 7,649,944
US 7,664,179
US 7,664,180
US 7,664,182
US 7,693,340
US 7,697,770
US 7,715,478
US 7,733,960
US 7,742,526
US 7,742,528
US 7,756,204
US 7,760,803
US 7,782,936
US 7,782,962
US 7,792,195
US 7,801,219
US 7,813,568
US 7,817,868
US 7,848,411
US 7,856,060
US 7,860,159
US 7,864,838
US 7,881,375
US 7,912,122
US 7,916,782
US 7,933,327
US 7,933,330
US 7,940,845
US 7,944,977
US 7,956,774
US 7,961,793
US 7,970,061
US 7,995,651
US 7,995,658
US 8,005,146
US 8,009,731
US 8,009,733
US 8,023,753
US 8,064,519
US 8,081,678
US 8,085,856
US 8,107,533
US 8,111,747
US 8,150,180
US 8,155,200
US 8,155,201
US 8,160,147
US 8,170,103
US 8,179,966February 1, 2014 AVC Attachment 1 Page 54 of 75
US 8,184,697
US 8,189,680
US 8,194,734
US 8,194,738
US 8,194,747
US 8,204,112
US 8,204,119
US 8,213,517
US 8,218,623
US 8,223,841
US 8,254,468
US 8,265,150
US 8,265,153
US 8,265,403
US 8,284,841
US 8,290,046
US 8,290,047
US 8,290,049
US 8,311,130
US 8,345,770
US 8,355,588
US 8,477,838
US 8,526,748
US 8,571,097
US 8,604,947
US 8,605,789
Polycom, Inc.
AU 2002326713
CA 2457882
CN 02816465.2
ID 100020475
IL 160476
KR 691,307
MX 251254
NZ 531863
PH 1-2004-500254
RU 2291586
SG 102893
SZ RP/4/2006
US 7,239,662
VN 5559
ZA 2004/01377
Robert Bosch GmbH
AT 324012
BE 1,457,055
CH 1,457,055
DE 50206504February 1, 2014 AVC Attachment 1 Page 55 of 75
DK 1,457,055
ES 2262847
FI 1,457,055
FR 1,457,055
GB 1,457,055
IT 1,457,055
LI 1,457,055
NL 1,457,055
SE 1,457,055
TR 200602991
Samsung Electronics Co., Ltd.
AU 717,480
CN 03107665.3
CN 03107666.1
CN 03107667.X
CN 03801207.3
CN 200410005357.5
CN 200410033037.0
CN 200410054953.2
CN 98122956.5
HK 1,056,286
HK 1,056,287
HK 1,059,699
IN 203,511
JP 3,579,013
KR 205,293
KR 301,013
KR 304,660
KR 313,870
KR 335,622
KR 359,093
KR 375,345
KR 460,970
KR 584,549
KR 584,552
KR 584,622
KR 605,290
KR 612,849
KR 622,305
KR 622,306
KR 708,202
KR 813,989
KR 846,778
RU 2,154,918
SG 70679
US 7,561,623
US 7,630,437
US 8,160,138February 1, 2014 AVC Attachment 1 Page 56 of 75
Sedna Patent Services, LLC
US 6,510,554
Sharp Corporation
AT 1,425,922
AT 1,562,384
AT 1,587,216
AT 1,838,107
AT 2,259,596
AT 2,259,597
AT 434,288
AT-E 565,534
BE 1,425,922
BE 1,459,449
BE 1,562,384
BE 1,587,216
BE 1,838,107
BE 2,209,319
BE 2,259,596
BE 2,259,597
CA 2,454,626
CA 2,454,867
CA 2,576,161
CA 2,616,751
CA 2,737,864
CA 2,737,889
CA 2,776,992
CN 02817995.1
CN 02819594.9
CN 03812403.3
CN 200480007527.1
CN 200510116499.3
CN 200710087609.7
CN 200710127006.5
CN 200710127007.X
CN 200710127106.8
CN 200710127107.2
CN 200710127110.4
CN 200810176151.7
CN 200910002860.8
DE 602004027847
DE 602004038472
DE 60215241.0
DE 60220106.3
DE 60232681.8
DE 60234875
DE 60242057.1
DE 60242422.4
DE 60242835.1February 1, 2014 AVC Attachment 1 Page 57 of 75
DE 60242837.8
DE 60242906.4
DE 60242928.5
DE 60242929.3
DE 60242994.3
DE 60243675
DE 60244434
DE 60313454.8
DK 1,459,449
ES 1,425,922
ES 1,510,078
ES 1,562,384
ES 1,587,216
ES 1,838,107
ES 2,259,596
ES 2,259,597
ES 2,390,596
ES 2328118
ES 2348075
FI 1,459,449
FI 2,209,319
FR 1,246,131
FR 1,425,922
FR 1,459,449
FR 1,510,078
FR 1,562,384
FR 1,587,216
FR 1,596,604
FR 1,727,373
FR 1,791,369
FR 1,838,107
FR 2,124,453
FR 2,209,319
FR 2,259,596
FR 2,259,597
FR 2,278,813
FR 2,278,814
FR 2,278,815
GB 1,246,131
GB 1,425,922
GB 1,459,449
GB 1,510,078
GB 1,562,384
GB 1,587,216
GB 1,596,604
GB 1,727,373
GB 1,791,369
GB 1,838,107
GB 2,124,453
GB 2,209,319
GB 2,259,596February 1, 2014 AVC Attachment 1 Page 58 of 75
GB 2,259,597
GB 2,278,813
GB 2,278,814
GB 2,278,815
HK 1,070,223
HK 1,108,786
HK 1,129,014
HK 1,134,615
HK 1,136,430
HK 1,145,413
HK 1,149,663
HK 1,149,664
HK 1,153,596
HK 1070479
HK 1108785
HK 1111547
HK 1111548
HK 1111549
IE 1,425,922
IE 1,459,449
IE 1,562,384
IE 1,587,216
IE 1,838,107
IE 2,209,319
IE 2,259,596
IE 2,259,597
IT 1,425,922
IT 1,459,449
IT 1,510,078
IT 1,562,384
IT 1,587,216
IT 1,791,369
IT 1,838,107
IT 2,259,596
IT 2,259,597
IT 28470/BE/2012
JP 3,277,116
JP 3,654,664
JP 3,664,626
JP 3,678,365
JP 3,688,248
JP 3,688,283
JP 3,688,288
JP 3,702,178
JP 3,710,464
JP 3,714,944
JP 3,734,492
JP 3,734,494
JP 3,862,725
JP 4,030,558
JP 4,067,558February 1, 2014 AVC Attachment 1 Page 59 of 75
JP 4,120,989
JP 4,245,587
JP 4,357,427
JP 4,357,543
JP 4,357,590
JP 4,372,019
JP 4,372,197
JP 4,427,553
JP 4,454,678
JP 4,462,914
JP 4,508,627
JP 4,666,411
JP 4,666,413
JP 4,666,414
JP 4,666,415
JP 4,672,065
JP 4,672,074
JP 4,672,077
JP 4,672,078
JP 4,717,137
JP 4,717,138
JP 4,723,022
JP 4,723,023
JP 4,745,325
JP 4,745,425
JP 4,745,433
JP 4,745,434
JP 4,745,435
JP 4,745,436
JP 5,025,289
KR 591,653
KR 612,785
KR 685,264
KR 751,670
KR 754,972
KR 785,588
KR 785,589
KR 811,986
KR 820,132
KR 880,305
NL 1,425,922
NL 1,459,449
NL 1,510,078
NL 1,562,384
NL 1,587,216
NL 1,791,369
NL 1,838,107
NL 2,209,319
NL 2,259,596
NL 2,259,597
PL 2,209,319February 1, 2014 AVC Attachment 1 Page 60 of 75
PT 1,425,922
PT 1,562,384
PT 1,587,216
PT 1,791,369
PT 1,838,107
PT 2,209,319
PT 2,259,596
PT 2,259,597
SE 1,425,922
SE 1,459,449
SE 1,562,384
SE 1,587,216
SE 1,838,107
SE 2,209,319
SE 2,259,596
SE 2,259,597
TR 1,425,922
TR 1,562,384
TR 1,587,216
TR 1,838,107
TR 2,259,596
TR 2,259,597
TW 241,532
US 5,987,181
US 6,681,050
US 6,687,409
US 7,106,795
US 7,123,655
US 7,130,348
US 7,170,942
US 7,194,136
US 7,340,102
US 7,352,812
US 7,386,048
US 7,613,240
US 7,787,542
US 7,907,667
US 8,040,957
US 8,228,986
US 8,233,538
US 8,279,927
US 8,331,450
US Re. 42,745
US Re. 43,091
US Re. 44,138
US Re. 44,234
US Re. 44,285
US Re. 44,319
US Re.43,567
US Re.43,628February 1, 2014 AVC Attachment 1 Page 61 of 75
Siemens AG
CN 1204752C
DE 50103996.1
DE 50105422
DE 59712594
DE 59713073
FR 1,279,291
FR 1,285,537
FR 1,648,174
FR 817,496
GB 1,279,291
GB 1,285,537
GB 1,648,174
GB 817,496
IT 26233/BE/2006
IT 30464/BE/2012
US 5,933,541
US 6,115,503
Sony Corporation
CN 1,225,919
CN 101800898B
JP 3,797,209
JP 3,992,303
JP 4,240,283
JP 4,348,899
JP 4,687,998
JP 5,041,060
JP 5,041,061
JP 5,041,062
JP 5,057,495
JP 5,057,496
JP 5,057,497
JP 5,057,498
JP 5,062,320
JP 5,134,047
JP 5,134,048
JP 5,134,049
JP 5,134,050
JP 5,215,495
JP 5,234,870
JP 5,234,871
JP 5,234,872
JP 5,234,873
JP 5,234,874
KR 1,031,561
KR 1,091,751
KR 1,091,752
KR 1,106,086February 1, 2014 AVC Attachment 1 Page 62 of 75
KR 1,142,988
KR 1,156,997
KR 1,157,055
KR 1,157,059
KR 945,826
KR 952,649
KR 969,345
US 5,774,594
US 6,160,849
US 7,639,742
US 7,778,331
US 8,139,636
US 8,160,135
US 8,170,100
US 8,189,658
US 8,243,808
